HOWR,House Wren,Troglodytes aedon,Small insectivore,Federal,Yellow,0,0,0,0,0,0,1,1,0,5,0,0,0,0,7,71.43%,,0,0,0,0,0,5,2,0,0,0,0,0
HUVI,Hutton's Vireo,Vireo huttoni,Small insectivore,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
ICGU,Iceland Gull,Larus glaucoides,Gull,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
KILL,Killdeer,Charadrius vociferus,Shorebird,Federal,Yellow,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.00%,,0,0,0,0,1,0,1,0,0,0,0,0
LEOW,Long-eared Owl,Asio otus,Owl,Provincial,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
LESA,Least Sandpiper,Calidris minutilla,Shorebird,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
LESC,Lesser Scaup,Aythya affinis,Pelagic,Federal,Yellow,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,50.00%,,0,1,0,0,0,0,0,0,0,0,0,1
LEYE,Lesser Yellowlegs,Tringa flavipes,Shorebird,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
LHSP,Leach's Storm-Petrel,Oceanodroma leucorhoa,Pelagic,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
LISP,Lincoln's Sparrow,Melospiza lincolnii,Passerine,Federal,Yellow,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0.00%,,0,0,0,0,0,0,0,0,1,1,0,0
LSGO,Lesser Snow Goose,Anser caerulescens caerulescens,Waterfowl,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
LTDU,Long-tailed Duck,Clangula hyemalis,Pelagic,Both,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
MALL,Mallard,Anas platyrhynchos,Waterfowl,Federal,Yellow,0,0,2,21,3,5,11,2,0,50,0,0,0,0,94,53.19%,,1,0,0,29,20,36,2,2,1,1,2,0
MAMU,Marbled Murrelet,Brachyramphus marmoratus,Pelagic,Both,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
MASH,Manx's Shearwater,Puffinus puffinus,Pelagic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
MAWR,Marsh Wren,Cistothorus palustris,Small insectivore,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
MBDH,Mallard X American Black Duck Hybrid,,Waterfowl,Federal,Exotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
MEGU,Mew Gull,Larus canus,Gull,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
MERL,Merlin,Falco culumbarius,Raptor,Provincial,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
MGWA,MacGillivray's Warbler,Geothlypis tolmiei,Small insectivore,Federal,Yellow,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.00%,,0,0,0,1,0,0,0,1,0,0,0,0
MODO,Mourning Dove,Zenaida macroura,Passerine,Federal,Yellow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.00%,,0,0,1,0,0,0,0,0,0,0,0,0
MUSW,Mute Swan,Cygnus olor,Waterfowl,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
MYWA,Myrtle Warbler,Setophaga coronata coronata,Small insectivore,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
NOCR,Northwestern Crow,Corvus caurinus,Corvid,Both,Yellow,0,1,1,7,1,7,20,2,0,16,2,0,0,0,57,31.58%,,2,0,1,0,9,13,16,5,4,2,4,1
NOFL,Northern Flicker,Colaptes auratus,Woodpecker,Federal,Yellow,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,33.33%,,0,1,0,0,0,1,0,0,0,0,0,1
NOFU,Northern Fulmar,Fulmarus glacialis,Pelagic,Both,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
NOGO,Northern Goshawk,Accipiter gentilis,Raptor,Provincial,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
NOHA,Northern Harrier,Circus cyaneus,Pelagic,Provincial,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
NOPI,Northern Pintail,Anas acuta,Waterfowl,Federal,Yellow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.00%,,0,0,0,0,0,0,0,1,0,0,0,0
NOPO,Northern Pygmy-Owl,Glaucidium gnoma,Owl,Provincial,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.00%,,0,1,0,0,0,0,0,0,0,0,0,0
NOSH,Northern Shoveler,Anas clypeata,Waterfowl,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
NRWS,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Small insectivore,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
NSHR,Northern Shrike,Lanius excubitor,Passerine,Federal,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,0,0,0,0,0,0
NSWO,Northern Saw-whet Owl,Aegolius acadicus,Owl,Provincial,Yellow,0,0,1,0,0,2,0,0,0,3,0,0,0,0,6,50.00%,,0,0,0,0,0,0,0,0,0,4,1,1
OCWA,Orange-crowned Warbler,Leiothlypis celata,Small insectivore,Federal,Yellow,0,0,1,4,3,1,5,0,0,6,0,0,0,0,20,30.00%,,0,0,0,5,2,4,2,5,2,0,0,0
ORJU,Oregon Junco,Junco hyemalis oreganus,Passerine,Federal,Yellow,0,0,8,14,8,6,15,6,0,22,1,0,0,0,80,28.75%,,5,3,2,6,11,11,13,7,2,11,4,5
